Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%),Ticker,Market Cap,Exchange,US Exchange
Gujarat State Fertilizers & Chemicals (GSFC),Lean Manufacturing,200.0,5.2,18.0,88.0,90.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,81.0,10.0,12.0,Medium,85.0,80.0,31665405,739000,63,409500,61,50,,,,False
Rashtriya Chemicals & Fertilizers (RCF),Agile SCM,300.0,4.2,18.0,87.0,88.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,77751355,740000,64,410000,62,51,,,,False
Zuari Agro Chemicals Ltd.,Demand-Driven SCM,100.0,4.2,10.0,93.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,73190815,741000,65,410500,63,52,ZUARI.NS,,NSI,False
Deepak Fertilisers and Petrochemicals Corporation Ltd.,Agile SCM,250.0,5.8,14.0,90.0,88.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,9.0,12.0,Medium,85.0,85.0,80155333,742000,66,411000,64,53,,,,False
Chambal Fertilisers and Chemicals Ltd.,Lean Manufacturing,20000.0,4.0,8.0,94.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,85.0,12.0,7.0,High,90.0,85.0,46159304,743000,67,411500,65,54,,,,False
Tata Chemicals Limited,Agile SCM,150.0,10.0,15.0,91.0,89.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,85.0,57849485,744000,68,412000,50,55,TATACHEM.NS,,NSI,False
Paradeep Phosphates Limited,Lean Manufacturing,1300000.0,4.0,4.0,95.0,90.0,"AI, ERP, Blockchain",,High,1.0,98.0,88.0,High,Advanced,High,$300B,80.0,12.0,5.0,High,90.0,85.0,94962819,745000,69,412500,51,56,PARADEEP.BO,,BSE,False
Indorama Fertilizers,Agile SCM,200.0,6.0,15.0,95.0,90.0,"ERP, AI, Blockchain",,High,10.0,95.0,80.0,High,Advanced,Medium,$1000B,80.0,8.0,12.0,Medium,88.0,85.0,23295180,746000,70,413000,52,57,,,,False
GrainCorp Limited,Lean Manufacturing,200.0,5.2,12.0,89.0,91.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,96949040,747000,60,413500,53,58,GRCLF,,PNK,False
"Mosaic Fertilizer, LLC",Vendor Managed Inventory,500.0,6.0,8.0,94.0,87.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,69800141,748000,61,414000,54,59,VRT,,NYQ,True
"Brandt Consolidated, Inc.",Efficient Consumer Response,150.0,50.0,11.0,90.0,93.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,82.0,9.0,10.0,High,87.0,80.0,67775191,749000,62,414500,55,60,CRWV,,NMS,True
"Helena Agri-Enterprises, LLC",Sustainable SCM,250.0,6.2,9.0,93.0,85.0,"ERP, AI, Blockchain",,High,2.0,97.0,88.0,High,Advanced,Medium,$700B,81.0,10.0,7.0,High,90.0,85.0,11310553,750000,63,415000,56,40,VRT,,NYQ,True
Wilbur-Ellis Company,Lean Manufacturing,300.0,4.2,5.0,93.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$500B,85.0,11.0,5.0,High,90.0,85.0,104860868,751000,64,415500,57,41,,,,False
"Loveland Products, Inc.",Agile SCM,100000.0,10.0,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,12722095,752000,65,416000,58,42,CRWV,,NMS,True
"Growmark, Inc.",Lean Manufacturing,200.0,5.2,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,97576440,753000,66,416500,59,43,CRWV,,NMS,True
J.R. Simplot Company,Agile SCM,10000.0,3.5,8.0,94.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,85.0,12.0,7.0,High,90.0,85.0,86544586,754000,67,417000,60,44,,,,False
Compass Minerals,Demand-Driven SCM,1000000.0,8.2,20.0,89.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,12.0,Medium,85.0,80.0,59248435,755000,68,417500,61,45,CMP,,NYQ,True
"CF Industries Nitrogen, LLC",Lean Manufacturing,200.0,5.2,7.0,98.0,88.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,80.0,12.0,3.0,High,95.0,90.0,64447436,756000,69,418000,62,46,VRT,,NYQ,True
Koch Agronomic Services,Agile SCM,300.0,7.0,18.0,87.0,89.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,80.0,9.0,15.0,Medium,85.0,80.0,39443227,757000,70,418500,63,47,,,,False
Koch Industries,Vendor Managed Inventory,150.0,5.5,9.0,93.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,95672412,758000,60,419000,64,48,,,,False
Koch Ag & Energy Solutions,Vendor Managed Inventory,100.0,6.0,15.0,91.0,90.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,71244179,759000,61,419500,65,49,,,,False
Verdesian Life Sciences,Agile SCM,100.0,6.0,12.0,91.0,91.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,82.0,11.0,10.0,High,88.0,85.0,36898447,760000,62,420000,50,50,,,,False
Kugler Company,Agile SCM,300.0,10.0,10.0,90.0,87.0,"ERP, AI, Blockchain",,High,5.0,96.0,85.0,High,Advanced,Medium,$350B,81.0,11.0,8.0,High,87.0,85.0,109174314,761000,63,420500,51,51,,,,False
AgroLiquid,Sustainable SCM,400.0,8.3,12.0,88.0,89.0,"AI, ERP, Blockchain",,Medium,4.0,97.0,80.0,Medium,Advanced,Medium,$400B,85.0,8.0,15.0,Medium,80.0,78.0,449396,762000,64,421000,52,52,,,,False
Agro-Culture Liquid Fertilizers,Vendor Managed Inventory,400.0,6.0,12.0,89.0,90.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,43156516,763000,65,421500,53,53,,,,False
Agro-K Corporation,Just-In-Time,300.0,5.0,12.0,90.0,88.0,"ERP, AI, Blockchain",,High,4.0,97.0,85.0,High,Advanced,Medium,$700B,85.0,9.0,8.0,High,88.0,85.0,71766558,764000,66,422000,54,54,,,,False
American Plant Food Corporation,Vendor Managed Inventory,150.0,7.5,14.0,90.0,89.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,9.0,12.0,Medium,85.0,85.0,70373773,765000,67,422500,55,55,,,,False
Helena Chemical Company,Lean Manufacturing,500.0,6.0,10.0,92.0,92.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,8.0,High,88.0,85.0,39902997,766000,68,423000,56,56,,,,False
Agrium Advanced Technologies,Lean Manufacturing,300.0,6.0,10.0,94.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,80.0,12.0,7.0,High,90.0,85.0,3369721,767000,69,423500,57,57,,,,False
Planet Turf,Lean Manufacturing,200.0,4.0,14.0,88.0,89.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$500B,80.0,10.0,10.0,Medium,85.0,80.0,73204794,768000,70,424000,58,58,,,,False
Supreme Growers,Vendor Managed Inventory,20000.0,4.2,8.0,94.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,85.0,High,Advanced,Medium,$800B,85.0,10.0,5.0,High,90.0,85.0,19576704,769000,60,424500,59,59,,,,False
Southern States Cooperative,Agile SCM,500.0,4.5,11.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,79348897,770000,61,425000,60,60,,,,False
Royster-Clark,Vendor Managed Inventory,100.0,5.0,10.0,90.0,85.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,82.0,11.0,8.0,High,88.0,85.0,4183840,771000,62,425500,61,40,,,,False
TIMAC Agro USA,Agile SCM,200.0,4.5,11.0,90.0,88.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$600B,81.0,10.0,8.0,High,88.0,85.0,96435124,772000,63,426000,62,41,,,,False
"Andersons, Inc.",Agile SCM,20000.0,4.0,10.0,93.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,81251089,773000,64,426500,63,42,ANDE,,NMS,True
Harrell’s LLC,Lean Manufacturing,400.0,5.0,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,71021807,774000,65,427000,64,43,,,,False
WinField United,Lean Manufacturing,1500.0,5.8,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,89132961,775000,66,427500,65,44,,,,False
AgXplore,Agile SCM,200.0,5.5,2.0,98.0,88.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",85.0,20.0,5.0,High,90.0,85.0,35156029,776000,67,428000,50,45,,,,False
"Yargus Manufacturing, Inc.",Lean Manufacturing,500.0,4.0,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,33779714,777000,68,428500,51,46,CRWV,,NMS,True
"Plant Food Company, Inc.",Vendor Managed Inventory,300.0,7.7,18.0,87.0,90.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,80.0,9.0,15.0,Medium,85.0,80.0,73851336,778000,69,429000,52,47,CRWV,,NMS,True
Krebbs Fertilizer,Lean Manufacturing,500.0,5.0,12.0,89.0,85.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,80.0,10.0,10.0,Medium,85.0,80.0,52562568,779000,70,429500,53,48,,,,False
Richland Fertilizer Co.,Demand-Driven SCM,250.0,5.8,18.0,88.0,88.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,12.0,Medium,85.0,80.0,57631344,780000,60,430000,54,49,,,,False
Martin Resources,Lean Manufacturing,300.0,4.0,11.0,91.0,94.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,17882751,781000,61,430500,55,50,,,,False
Growmark FS,Sustainable SCM,250.0,4.0,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,82.0,11.0,8.0,High,91.0,85.0,2484414,782000,62,431000,56,51,,,,False
CPS (Crop Production Services),Lean Manufacturing,10000.0,6.0,10.0,90.0,89.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,81.0,11.0,8.0,High,88.0,85.0,99204498,783000,63,431500,57,52,,,,False
Horizon Ag-Products,Vendor Managed Inventory,100.0,4.5,10.0,92.0,87.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,82.0,11.0,8.0,High,88.0,85.0,42090759,784000,64,432000,58,53,,,,False
Midwestern BioAg,Lean Manufacturing,75000.0,6.5,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,81.0,10.0,8.0,High,90.0,85.0,91299104,785000,65,432500,59,54,,,,False
Green Valley Chemical Corp.,Vendor Managed Inventory,70000.0,6.0,20.0,88.0,89.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,80.0,90876183,786000,66,433000,60,55,,,,False
"Innvictis Crop Care, LLC",Agile SCM,100.0,4.2,18.0,90.0,88.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,85.0,11.0,10.0,Medium,85.0,85.0,48673238,787000,67,433500,61,56,VRT,,NYQ,True
XiteBio Technologies Inc.,Lean Manufacturing,200.0,4.5,7.0,98.0,85.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,85.0,12.0,3.0,High,95.0,90.0,10970724,788000,68,434000,62,57,,,,False
Anuvia Plant Nutrients,Agile SCM,500.0,10.0,10.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,68181512,789000,69,434500,63,58,,,,False
"BioWorks, Inc.",Sustainable SCM,300.0,6.2,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,62190752,790000,70,435000,64,59,DNA,,NYQ,True
BioSafe Systems,Lean Manufacturing,300.0,4.2,22.0,89.0,90.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,80.0,9.0,15.0,Medium,85.0,80.0,77031057,791000,60,435500,65,60,,,,False
Terramera,Agile SCM,500.0,5.0,10.0,94.0,93.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,80.0,12.0,7.0,High,90.0,85.0,27812616,792000,61,436000,50,40,,,,False
Interagro (UK) Ltd.,Lean Manufacturing,400.0,6.0,15.0,91.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,35940921,793000,62,436500,51,41,,,,False
Agri-Products,Vendor Managed Inventory,150.0,5.0,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,94783768,794000,63,437000,52,42,^SP600-30202010,,SNP,False
"Miller Chemical & Fertilizer, LLC",Agile SCM,100.0,5.2,20.0,88.0,88.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,82.0,10.0,12.0,Medium,85.0,80.0,55454432,795000,64,437500,53,43,VRT,,NYQ,True
Agricen Sciences,Sustainable SCM,200.0,4.2,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,81.0,11.0,10.0,High,88.0,85.0,94206449,796000,65,438000,54,44,,,,False
AdvanSix,Vendor Managed Inventory,150.0,4.2,12.0,89.0,94.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,76241447,797000,66,438500,55,45,ASIX,,NYQ,True
Koch Chemical Technology Group,Just-In-Time,20000.0,5.8,11.0,91.0,91.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,105967806,798000,67,439000,56,46,,,,False
Cameron Chemicals,Lean Manufacturing,100.0,4.0,7.0,98.0,89.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,29093908,799000,68,439500,57,47,,,,False
"AgriTec International, Inc.",Agile SCM,1300000.0,10.0,18.0,88.0,93.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,12.0,Medium,85.0,80.0,99052377,800000,69,440000,58,48,CRWV,,NMS,True
Biolchim S.p.A.,Demand-Driven SCM,200.0,4.0,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,61306901,801000,70,440500,59,49,,,,False
Tradecorp,Agile SCM,300.0,6.0,11.0,90.0,93.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,80.0,9.0,10.0,High,87.0,80.0,77275699,802000,60,441000,60,50,,,,False
Fertilizer Company of India,Agile SCM,100.0,5.2,14.0,90.0,92.0,"ERP, JIT, Robotics",,High,5.0,98.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,10.0,Medium,85.0,80.0,34958763,803000,61,441500,61,51,,,,False
Mahadhan,Agile SCM,400.0,6.0,7.0,99.0,89.0,"AI, ERP, Blockchain",,High,2.0,98.0,92.0,High,Advanced,Low,$1200B,85.0,15.0,3.0,High,95.0,90.0,68394025,804000,62,442000,62,52,,,,False
Krishna Industrial Corporation,Cross-Docking,150.0,50.0,10.0,93.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,52441467,805000,63,442500,63,53,,,,False
Bhartiya Agro Chemicals,Agile SCM,150.0,6.2,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,82.0,11.0,10.0,High,88.0,85.0,83122311,806000,64,443000,64,54,,,,False
Nagarjuna Fertilizers & Chemicals Limited,Lean Manufacturing,100.0,4.2,7.0,98.0,90.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,81.0,12.0,3.0,High,95.0,90.0,49437770,807000,65,443500,65,55,,,,False
Southern Petrochemical Industries Corporation Ltd. (SPIC),Just-In-Time,300.0,10.0,11.0,90.0,92.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,77633092,808000,66,444000,50,56,,,,False
Paradeep Phosphates Limited,Agile SCM,150.0,5.2,9.0,92.0,94.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$800B,85.0,12.0,8.0,High,88.0,85.0,12431396,809000,67,444500,51,57,PARADEEP.BO,,BSE,False
Mangalore Chemicals & Fertilizers Limited,Demand-Driven SCM,500.0,3.5,2.0,98.0,90.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",85.0,20.0,5.0,High,90.0,85.0,88132319,810000,68,445000,52,58,MANGCHEFER.BO,,BSE,False
Factamfos,Vendor Managed Inventory,400.0,8.2,15.0,91.0,90.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,85.0,69872507,811000,69,445500,53,59,,,,False
Madras Fertilizers Limited,Vendor Managed Inventory,300.0,5.2,8.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,27780900,812000,70,446000,54,60,MADRASFERT.NS,,NSI,False
Zuari Global Limited,Vendor Managed Inventory,300.0,7.0,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,80.0,12.0,8.0,High,89.0,85.0,37876685,813000,60,446500,55,40,,,,False
Shriram Fertilizers and Chemicals,Lean Manufacturing,100.0,5.5,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,80.0,11.0,8.0,High,91.0,85.0,15814829,814000,61,447000,56,41,,,,False
Liberty Phosphates Limited,Lean Manufacturing,300.0,6.0,9.0,93.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,41542437,815000,62,447500,57,42,,,,False
Rajasthan State Mines and Minerals Limited,Lean Manufacturing,300.0,6.0,7.0,98.0,90.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,85.0,12.0,3.0,High,95.0,90.0,69062974,816000,63,448000,58,43,,,,False
Meghmani Organics Limited,Lean Manufacturing,10000.0,10.0,2.0,98.0,89.0,"AI, ERP, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$500B,82.0,12.0,5.0,High,90.0,85.0,53059072,817000,64,448500,59,44,MOL.BO,,BSE,False
Indofil Industries Limited,Agile SCM,20000.0,8.3,10.0,92.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,81.0,10.0,8.0,High,90.0,85.0,18130255,818000,65,449000,60,45,,,,False
Vardhaman Fertilizers and Seeds Pvt. Ltd.,Lean Manufacturing,500.0,6.0,15.0,91.0,87.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,84711897,819000,66,449500,61,46,,,,False
Excel Crop Care Limited,Lean Manufacturing,200.0,5.0,3.0,97.0,88.0,"AI, Robotics, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,"$1,200B",85.0,18.0,5.0,High,90.0,88.0,16618154,820000,67,450000,62,47,,,,False
Bayer CropScience,Agile SCM,100.0,7.5,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,102118205,821000,68,450500,63,48,BAYERCROP.BO,,BSE,False
DuPont Pioneer,Sustainable SCM,150.0,6.0,10.0,94.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,27009225,822000,69,451000,64,49,,,,False
Monsanto Company,Agile SCM,250.0,6.0,11.0,91.0,92.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,71086131,823000,70,451500,65,50,,,,False
Syngenta AG,Lean Manufacturing,400.0,4.0,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,80.0,11.0,10.0,High,88.0,85.0,95939749,824000,60,452000,50,51,SYT,,NCM,False
Dow AgroSciences,Agile SCM,200.0,4.2,10.0,90.0,89.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,80.0,11.0,8.0,High,88.0,85.0,31632484,825000,61,452500,51,52,,,,False
BASF Agricultural Solutions,Demand-Driven SCM,20000.0,4.5,22.0,89.0,90.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,3741197,826000,62,453000,52,53,,,,False
Bayer AG,Agile SCM,500.0,5.0,18.0,90.0,90.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,85.0,11.0,10.0,Medium,85.0,85.0,13187278,827000,63,453500,53,54,BAYN.DE,,GER,False
Novozymes,Lean Manufacturing,200.0,4.5,18.0,88.0,88.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,82.0,10.0,12.0,Medium,85.0,80.0,91544507,828000,64,454000,54,55,NSIS-B.CO,,CPH,False
Sumitomo Chemical,Agile SCM,300.0,4.0,18.0,87.0,91.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,81.0,9.0,15.0,Medium,85.0,80.0,77809460,829000,65,454500,55,56,SOMMY,,PNK,False
Arysta LifeScience,Lean Manufacturing,100.0,5.0,10.0,93.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,82.0,10.0,8.0,High,90.0,85.0,8454562,830000,66,455000,56,57,,,,False
FMC Corporation,Agile SCM,250.0,5.8,14.0,90.0,91.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,81.0,9.0,12.0,Medium,85.0,85.0,40480310,831000,67,455500,57,58,FMC,,NYQ,True
ADAMA Agricultural Solutions,Lean Manufacturing,20000.0,5.5,8.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,85.0,12.0,7.0,High,90.0,85.0,76835155,832000,68,456000,58,59,,,,False
"Nippon Soda Co., Ltd.",Vendor Managed Inventory,150.0,4.0,15.0,91.0,90.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,85.0,63203559,833000,69,456500,59,60,4041.T,,JPX,False
Nufarm Limited,Efficient Consumer Response,1300000.0,7.7,4.0,95.0,90.0,"AI, ERP, Blockchain",,High,1.0,98.0,88.0,High,Advanced,High,$300B,85.0,12.0,5.0,High,90.0,85.0,59145780,834000,70,457000,60,40,NUF.XA,,CXA,False
ChemChina,Sustainable SCM,200.0,9.0,15.0,95.0,91.0,"ERP, AI, Blockchain",,High,10.0,95.0,80.0,High,Advanced,Medium,$1000B,85.0,8.0,12.0,Medium,88.0,85.0,55223955,835000,60,457500,61,41,,,,False
Cheminova A/S,Lean Manufacturing,200.0,2.0,12.0,89.0,87.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,65438363,836000,61,458000,62,42,,,,False
Valent BioSciences,Agile SCM,500.0,1.0,8.0,94.0,93.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,80.0,12.0,7.0,High,90.0,85.0,92800519,837000,62,458500,63,43,,,,False
United Phosphorus Ltd. (UPL),Lean Manufacturing,150.0,7.0,11.0,90.0,85.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,80.0,9.0,10.0,High,87.0,80.0,56987272,838000,63,459000,64,44,,,,False
Isagro S.p.A.,Agile SCM,250.0,8.0,9.0,93.0,92.0,"ERP, AI, Blockchain",,High,2.0,97.0,88.0,High,Advanced,Medium,$700B,85.0,10.0,7.0,High,90.0,85.0,93437617,839000,64,459500,65,45,,,,False
"Mitsui Chemicals Agro, Inc.",Demand-Driven SCM,300.0,5.0,5.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$500B,85.0,11.0,5.0,High,90.0,85.0,32843746,840000,65,460000,50,46,CRWV,,NMS,True
Certis USA,Lean Manufacturing,100000.0,5.8,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,82.0,10.0,8.0,High,90.0,85.0,5409862,841000,66,460500,51,47,,,,False
